profile,workload,variant,repetition,seed,phase,expected_diagnosis,event_id,region_id,event_operation_index,action_operation_index,action_start_operation,action_end_operation,trial_start_operation,trial_end_operation,commit_operation_index,trigger_window_sequence,diagnosis,action,outcome,reason,from_leaf,to_leaf,records_moved,leaves_touched,moved_record_fraction,touched_leaf_fraction,region_exposure_fraction,predicted_benefit_nanos,estimated_action_cost_nanos,safety_adjusted_cost_nanos,predicted_break_even_operations,action_nanos,trial_operations,comparable_trial_samples,baseline_objective_nanos,candidate_objective_nanos,baseline_p99_nanos,candidate_p99_nanos,baseline_operation_mix,trial_operation_mix,raw_gain,net_gain,operation_mix_drift
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,1,214013,LOCAL_HOTSPOT,,6,21186,109943,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.1606494479212406, scanScore=0.0",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,1,214013,LOCAL_HOTSPOT,,7,21176,114594,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=1.0641168135677677, scanScore=0.0",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,1,214013,LOCAL_HOTSPOT,,8,20999,116267,-1,-1,-1,-1,-1,-1,-1,INSERT_SPLIT_PRESSURE,,ABSTAIN,predicted benefit does not repay estimated adaptation cost within configured horizon,-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,1,214013,LOCAL_HOTSPOT,,9,21000,134640,119975,119975,119975,119977,134640,134640,7,INSERT_SPLIT_PRESSURE,SLACKEN,COMMIT,trial acceptance rule satisfied,44,45,63,3,6.000702939487197E-5,1.3628929674722878E-4,0.03232323232323232,645721.5277777776,3270.0,3760.4999999999995,116.47435738875227,31300,512,24,3400.0,1100.0,3400.0,1100.0,SEARCH=0.26171875;INSERT=0.4404296875;DELETE=0.091796875;UPDATE=0.1572265625;RANGE_SEARCH=0.048828125,SEARCH=0.265625;INSERT=0.4453125;DELETE=0.087890625;UPDATE=0.158203125;RANGE_SEARCH=0.04296875,0.6764705882352942,0.6622302389705883,0.009765625
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,1,214013,LOCAL_HOTSPOT,,10,21001,146027,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.10633597442559889, scanScore=0.06911254724224705",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,1,214013,LOCAL_HOTSPOT,,11,21176,150349,146055,146055,146055,146060,150319,-1,5,INSERT_SPLIT_PRESSURE,SLACKEN,KEEP_FAILED_TRIAL,trial mutation would escape the monitored leaf-level region,39,40,47,3,4.450947246805025E-5,1.3593112822836428E-4,0.03255961844197138,1289513.5135135136,2630.0,3024.4999999999995,46.9091633132126,30200,118,0,NaN,NaN,NaN,NaN,SEARCH=0.21875;INSERT=0.46484375;DELETE=0.107421875;UPDATE=0.15625;RANGE_SEARCH=0.052734375,SEARCH=0.2796610169491525;INSERT=0.4322033898305085;DELETE=0.09322033898305085;UPDATE=0.15254237288135594;RANGE_SEARCH=0.0423728813559322,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,1,214013,LOCAL_HOTSPOT,,12,20998,157249,-1,-1,-1,-1,-1,-1,-1,INSERT_SPLIT_PRESSURE,,ABSTAIN,no feasible bounded repair window for SLACKEN,-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,1,214013,LOCAL_HOTSPOT,,13,21170,161998,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.3295758016663818, scanScore=0.0",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,1,214013,LOCAL_HOTSPOT,,14,21587,163476,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.08337868589082005, scanScore=0.042996277249148535",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,1,214013,LOCAL_HOTSPOT,,15,21568,173087,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.07219894883329836, scanScore=0.014686108605975927",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,1,214013,LOCAL_HOTSPOT,,16,21554,176570,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.05803828607431194, scanScore=0.0",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,1,214013,LOCAL_HOTSPOT,,17,21587,252847,224899,224899,224899,225020,252847,252847,5,INSERT_SPLIT_PRESSURE,SLACKEN,COMMIT,trial acceptance rule satisfied,15,16,55,3,5.0158043435041686E-5,1.3214112672334051E-4,0.016675894863694102,708660.391492688,2950.0,3392.4999999999995,95.74402748414376,24200,512,37,5900.0,900.0,5900.0,1000.0,SEARCH=0.236328125;INSERT=0.44921875;DELETE=0.107421875;UPDATE=0.1513671875;RANGE_SEARCH=0.0556640625,SEARCH=0.232421875;INSERT=0.4921875;DELETE=0.091796875;UPDATE=0.134765625;RANGE_SEARCH=0.048828125,0.847457627118644,0.8351593518273305,0.04296875
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,1,214013,LOCAL_HOTSPOT,,18,20996,293261,256623,256623,256623,256779,293261,293261,10,INSERT_SPLIT_PRESSURE,SLACKEN,COMMIT,trial acceptance rule satisfied,35,36,60,3,5.3906466889300376E-5,1.2887151509944586E-4,0.018681358776954794,125617.5429634765,3150.0,3622.4999999999995,576.7506535378179,34300,512,33,1700.0,700.0,1700.0,1200.0,SEARCH=0.2587890625;INSERT=0.4453125;DELETE=0.1005859375;UPDATE=0.1435546875;RANGE_SEARCH=0.0517578125,SEARCH=0.240234375;INSERT=0.43359375;DELETE=0.09765625;UPDATE=0.162109375;RANGE_SEARCH=0.06640625,0.5882352941176471,0.5342336799172794,0.033203125
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,1,214013,LOCAL_HOTSPOT,,19,21554,300000,296098,296098,296098,296156,299875,-1,6,INSERT_SPLIT_PRESSURE,SLACKEN,KEEP_FAILED_TRIAL,trial censored at RUN_END before a terminal live-trial decision,16,17,58,3,5.1982318841618836E-5,1.2844665182394245E-4,0.01717458027942237,7430.018616976669,3070.0,3530.4999999999995,9503.3409255079,25000,58,0,NaN,NaN,4400.0,1000.0,SEARCH=0.2431640625;INSERT=0.4326171875;DELETE=0.12109375;UPDATE=0.1572265625;RANGE_SEARCH=0.0458984375,SEARCH=0.1896551724137931;INSERT=0.5689655172413793;DELETE=0.08620689655172414;UPDATE=0.13793103448275862;RANGE_SEARCH=0.017241379310344827,NaN,NaN,0.13634832974137934
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,2,1664525,LOCAL_HOTSPOT,,1,20997,52838,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.38264974383695133, scanScore=0.04819993768526912",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,2,1664525,LOCAL_HOTSPOT,,2,20997,69510,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.09463293397632598, scanScore=0.01243212440970074",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,2,1664525,LOCAL_HOTSPOT,,3,21000,92917,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.10010109005775394, scanScore=0.027160906869983365",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,2,1664525,LOCAL_HOTSPOT,,4,20997,93745,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.10283735356374185, scanScore=0.022025617426349883",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,2,1664525,LOCAL_HOTSPOT,,5,20999,119024,-1,-1,-1,-1,-1,-1,-1,INSERT_SPLIT_PRESSURE,,ABSTAIN,predicted benefit does not repay estimated adaptation cost within configured horizon,-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,2,1664525,LOCAL_HOTSPOT,,6,21001,124829,-1,-1,-1,-1,-1,-1,-1,INSERT_SPLIT_PRESSURE,,ABSTAIN,predicted benefit does not repay estimated adaptation cost within configured horizon,-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,2,1664525,LOCAL_HOTSPOT,,7,20998,124832,-1,-1,-1,-1,-1,-1,-1,INSERT_SPLIT_PRESSURE,,ABSTAIN,predicted benefit does not repay estimated adaptation cost within configured horizon,-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,2,1664525,LOCAL_HOTSPOT,,8,21000,126068,-1,-1,-1,-1,-1,-1,-1,INSERT_SPLIT_PRESSURE,,ABSTAIN,predicted benefit does not repay estimated adaptation cost within configured horizon,-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,2,1664525,LOCAL_HOTSPOT,,9,20997,127326,-1,-1,-1,-1,-1,-1,-1,INSERT_SPLIT_PRESSURE,,ABSTAIN,predicted benefit does not repay estimated adaptation cost within configured horizon,-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,2,1664525,LOCAL_HOTSPOT,,10,20996,127781,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.1465739181815719, scanScore=0.0639298851063667",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,2,1664525,LOCAL_HOTSPOT,,11,20999,150705,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.09274247288019875, scanScore=0.0633787069242779",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,2,1664525,LOCAL_HOTSPOT,,12,21000,156850,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.06326314307641277, scanScore=0.05633069034607464",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,2,1664525,LOCAL_HOTSPOT,,13,20996,158541,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.07367843612419857, scanScore=0.04944711649774636",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,2,1664525,LOCAL_HOTSPOT,,14,20997,159238,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.039848203079119786, scanScore=0.05395412919232826",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,2,1664525,LOCAL_HOTSPOT,,15,20998,159728,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.057668038768166695, scanScore=0.04956476037206765",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,2,1664525,LOCAL_HOTSPOT,,16,21588,191671,161100,161100,161100,161124,191671,191671,4,INSERT_SPLIT_PRESSURE,SLACKEN,COMMIT,trial acceptance rule satisfied,23,25,80,4,7.46107185758306E-5,1.807991321641656E-4,0.029319971367215463,1478390.837508948,4200.0,4830.0,65.34131404843433,843800,512,29,7400.0,900.0,7400.0,4600.0,SEARCH=0.255859375;INSERT=0.455078125;DELETE=0.1044921875;UPDATE=0.140625;RANGE_SEARCH=0.0439453125,SEARCH=0.244140625;INSERT=0.48828125;DELETE=0.087890625;UPDATE=0.13671875;RANGE_SEARCH=0.04296875,0.8783783783783784,0.6839255503061656,0.033203125
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,2,1664525,LOCAL_HOTSPOT,,17,21606,237919,208101,208101,208101,208113,237919,237919,4,INSERT_SPLIT_PRESSURE,SLACKEN,COMMIT,trial acceptance rule satisfied,7,8,63,3,5.7751910625709864E-5,1.3326818000088846E-4,0.02108080288214102,619248.5846628925,3270.0,3760.4999999999995,121.45364860372338,29100,512,29,4700.0,1600.0,4700.0,1600.0,SEARCH=0.26171875;INSERT=0.458984375;DELETE=0.0888671875;UPDATE=0.13671875;RANGE_SEARCH=0.0537109375,SEARCH=0.2734375;INSERT=0.43359375;DELETE=0.06640625;UPDATE=0.166015625;RANGE_SEARCH=0.060546875,0.6595744680851063,0.6448893315741356,0.0478515625
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,2,1664525,LOCAL_HOTSPOT,,18,21173,268335,238018,238018,238018,238041,268335,268335,7,INSERT_SPLIT_PRESSURE,SLACKEN,COMMIT,trial acceptance rule satisfied,20,21,53,3,4.8036311826358706E-5,1.3071325868153894E-4,0.017882714540183718,326640.494568824,2870.0,3300.4999999999995,202.0876195620978,29700,512,31,4500.0,600.0,4500.0,1400.0,SEARCH=0.2470703125;INSERT=0.45703125;DELETE=0.083984375;UPDATE=0.1611328125;RANGE_SEARCH=0.05078125,SEARCH=0.283203125;INSERT=0.423828125;DELETE=0.09375;UPDATE=0.150390625;RANGE_SEARCH=0.048828125,0.8666666666666667,0.8482130924479167,0.0458984375
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,2,1664525,LOCAL_HOTSPOT,,19,21630,284588,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.5951439086837548, scanScore=0.0",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,2,1664525,LOCAL_HOTSPOT,,20,21541,300000,287662,287662,287662,287689,299974,-1,6,INSERT_SPLIT_PRESSURE,SLACKEN,KEEP_FAILED_TRIAL,trial censored at RUN_END before a terminal live-trial decision,40,41,53,3,4.747874430367046E-5,1.2841366321376593E-4,0.0175054704595186,528658.3698030635,2870.0,3300.4999999999995,124.86324585117254,27100,220,0,NaN,NaN,2500.0,1900.0,SEARCH=0.240234375;INSERT=0.482421875;DELETE=0.0947265625;UPDATE=0.1337890625;RANGE_SEARCH=0.048828125,SEARCH=0.21363636363636362;INSERT=0.4772727272727273;DELETE=0.11363636363636363;UPDATE=0.15;RANGE_SEARCH=0.045454545454545456,NaN,NaN,0.03512073863636363
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,3,22695477,LOCAL_HOTSPOT,,1,20999,50741,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.07809897340984416, scanScore=0.05528578583508632",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,3,22695477,LOCAL_HOTSPOT,,2,20997,52687,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.040877225307820515, scanScore=0.05552582801755652",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,3,22695477,LOCAL_HOTSPOT,,3,20999,66537,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.05412877464348755, scanScore=0.01857144175362452",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,3,22695477,LOCAL_HOTSPOT,,4,20997,68487,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.5487646458876905, scanScore=0.021042412042596697",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,3,22695477,LOCAL_HOTSPOT,,5,20997,90985,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.10030888361455342, scanScore=0.03958290727259687",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,3,22695477,LOCAL_HOTSPOT,,6,20999,111105,94097,94097,94097,94103,111105,111105,6,INSERT_SPLIT_PRESSURE,SLACKEN,COMMIT,trial acceptance rule satisfied,4,5,60,3,5.765654954379255E-5,1.3800082800496802E-4,0.03715529753265602,685014.5137880986,3150.0,3622.4999999999995,105.76418242491657,867500,512,25,3500.0,1800.0,3500.0,2000.0,SEARCH=0.263671875;INSERT=0.4248046875;DELETE=0.119140625;UPDATE=0.150390625;RANGE_SEARCH=0.0419921875,SEARCH=0.263671875;INSERT=0.423828125;DELETE=0.099609375;UPDATE=0.158203125;RANGE_SEARCH=0.0546875,0.4857142857142857,0.15217215401785716,0.0205078125
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,3,22695477,LOCAL_HOTSPOT,,7,21000,121559,-1,-1,-1,-1,-1,-1,-1,INSERT_SPLIT_PRESSURE,,ABSTAIN,predicted benefit does not repay estimated adaptation cost within configured horizon,-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,3,22695477,LOCAL_HOTSPOT,,8,20996,122181,-1,-1,-1,-1,-1,-1,-1,INSERT_SPLIT_PRESSURE,,ABSTAIN,predicted benefit does not repay estimated adaptation cost within configured horizon,-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,3,22695477,LOCAL_HOTSPOT,,9,20997,140668,123987,123987,123987,123998,140668,140668,7,INSERT_SPLIT_PRESSURE,SLACKEN,COMMIT,trial acceptance rule satisfied,37,38,42,3,3.992463749379742E-5,1.362088535754824E-4,0.031087768298976897,1169434.4090591702,2430.0,2794.5,47.79233411214953,29100,512,28,6200.0,1800.0,6200.0,1800.0,SEARCH=0.25;INSERT=0.439453125;DELETE=0.1015625;UPDATE=0.1455078125;RANGE_SEARCH=0.0634765625,SEARCH=0.244140625;INSERT=0.455078125;DELETE=0.083984375;UPDATE=0.169921875;RANGE_SEARCH=0.046875,0.7096774193548387,0.702128552639869,0.0400390625
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,3,22695477,LOCAL_HOTSPOT,,10,21183,151211,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=1.138135848416681, scanScore=0.0",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,3,22695477,LOCAL_HOTSPOT,,11,21560,152637,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.07638822966644086, scanScore=0.0205897684447431",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,3,22695477,LOCAL_HOTSPOT,,12,20996,169913,154714,154714,154714,154935,169913,169913,8,INSERT_SPLIT_PRESSURE,SLACKEN,COMMIT,trial acceptance rule satisfied,29,30,45,3,4.231610127653572E-5,1.358695652173913E-4,0.031537774492592936,7357251.532230743,2550.0,2932.5,7.971726906857175,31700,512,28,31800.0,800.0,31800.0,4600.0,SEARCH=0.244140625;INSERT=0.44921875;DELETE=0.0986328125;UPDATE=0.1513671875;RANGE_SEARCH=0.056640625,SEARCH=0.271484375;INSERT=0.3984375;DELETE=0.109375;UPDATE=0.17578125;RANGE_SEARCH=0.044921875,0.9748427672955975,0.9732623524407921,0.0625
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,3,22695477,LOCAL_HOTSPOT,,13,21576,207814,175213,175213,175213,175244,207814,207814,4,INSERT_SPLIT_PRESSURE,SLACKEN,COMMIT,trial acceptance rule satisfied,6,7,52,3,4.821573947181512E-5,1.3520822065981613E-4,0.020445651305806247,225700.8226180018,2830.0,3254.4999999999995,288.39061924982303,32700,512,29,2400.0,800.0,2400.0,1900.0,SEARCH=0.2421875;INSERT=0.4599609375;DELETE=0.1005859375;UPDATE=0.1484375;RANGE_SEARCH=0.048828125,SEARCH=0.203125;INSERT=0.498046875;DELETE=0.103515625;UPDATE=0.12109375;RANGE_SEARCH=0.07421875,0.6666666666666666,0.6333466227213541,0.06640625
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,3,22695477,LOCAL_HOTSPOT,,14,21183,246103,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.09353518226080695, scanScore=0.0",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,3,22695477,LOCAL_HOTSPOT,,15,21613,258404,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.7999691753904138, scanScore=0.0",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,3,22695477,LOCAL_HOTSPOT,,16,21560,258649,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.13332879058736644, scanScore=0.0052173690950673415",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_NO_ROLLBACK,3,22695477,LOCAL_HOTSPOT,,17,21651,282834,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.11682113783854954, scanScore=0.010310659346492878",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
